@relation 'reduced_clean_mobile_data-weka.filters.unsupervised.attribute.Wavelet-do-not-check-capabilities-AHaar-PZero-Fweka.filters.MultiFilter -F \"weka.filters.unsupervised.attribute.ReplaceMissingValues \" -F \"weka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0\"'

@attribute Haar_1 numeric
@attribute Haar_2 numeric
@attribute Haar_3 numeric
@attribute Haar_4 numeric
@attribute Haar_5 numeric
@attribute Haar_6 numeric
@attribute Haar_7 numeric
@attribute Haar_8 numeric
@attribute Haar_9 numeric
@attribute Haar_10 numeric
@attribute Haar_11 numeric
@attribute Haar_12 numeric
@attribute Haar_13 numeric
@attribute Haar_14 numeric
@attribute Haar_15 numeric
@attribute Haar_16 numeric
@attribute Haar_17 numeric
@attribute Haar_18 numeric
@attribute Haar_19 numeric
@attribute Haar_20 numeric
@attribute Haar_21 numeric
@attribute Haar_22 numeric
@attribute Haar_23 numeric
@attribute Haar_24 numeric
@attribute Haar_25 numeric
@attribute Haar_26 numeric
@attribute Haar_27 numeric
@attribute Haar_28 numeric
@attribute Haar_29 numeric
@attribute Haar_30 numeric
@attribute Haar_31 numeric
@attribute Haar_32 numeric
@attribute price_category {high,not_high}

@data
1.615452,1.202973,0.208067,0.291667,0.567536,-0.220061,0.412479,0,0.381806,-0.463894,-0.068967,0.346357,-0.416667,0,0,0,-0.082299,-0.622254,0.166378,-0.434655,0.270216,-0.216227,0.188096,0.412974,0.117851,-0.707107,0,0,0,0,0,0,not_high
1.139078,0.903376,-0.0127,0.166667,-0.276288,-0.211029,0.235702,0,-0.479599,0.147691,-0.019722,0.474325,0.333333,0,0,0,0.028852,0.707107,-0.665512,-0.402975,0.193613,-0.211403,0.217117,0.118841,0.471405,0,0,0,0,0,0,0,not_high
1.400167,0.634135,-0.006369,0.541667,-0.286622,0.193947,0.766032,0,0.513378,-0.683428,0.145202,-0.057579,-0.916667,0,0,0,-0.688188,0,0.166378,0.190082,-0.097648,-0.010152,0.129903,0.454569,0.117851,0,0,0,0,0,0,0,not_high
1.443706,0.85445,-0.196695,0.416667,-0.252751,-0.417839,0.589256,0,-0.464548,0.283576,-0.078507,0.189518,-0.166667,0,0,0,0.050136,-0.707107,-0.582323,0.116584,-0.226443,-0.207832,0.386391,-0.112899,0.471405,0.707107,0,0,0,0,0,0,not_high
1.397947,0.926543,0.119051,0.333333,-0.507252,0.300301,0.471405,0,0.482676,0.465844,0.102731,-0.147518,-0.333333,0,0,0,-0.703323,0.028284,-0.207973,0.547438,0.357762,0.514831,-0.169725,-0.089131,0.235702,-0.707107,0,0,0,0,0,0,not_high
1.334083,0.803752,0.260893,0.375,-0.31907,-0.108163,0.53033,0,0.540669,-0.406019,-0.473909,-0.020814,-0.25,0,0,0,-0.564739,0.084853,0.499134,-0.183746,0.053033,0.195997,-0.180707,0.095073,0.353553,-0.707107,0,0,0,0,0,0,not_high
1.626809,1.21433,-0.31701,0.291667,0.386658,0.087493,0.412479,0,-0.080602,0.427419,0.466801,0.197771,-0.416667,0,0,0,-0.679674,-0.565685,-0.707107,0.102645,-0.218025,0.171074,-0.277796,0.472395,0.117851,0.707107,0,0,0,0,0,0,not_high
1.993827,1.542065,0.037686,0.319444,0.225035,0.300434,0.451763,0,0.428094,0.360742,0.414611,0.10708,0.638889,0,0,0,-0.101691,-0.707107,-0.374351,-0.255978,-0.100173,0.050126,0.214682,0.062392,-0.510688,0,0,0,0,0,0,0,not_high
1.263722,0.870885,-0.01986,0.277778,0.058719,-0.145827,0.392837,0,0.786288,-0.644423,0.277773,-0.38856,-0.444444,0,0,0,-0.302235,0,0.041595,0.324407,-0.345977,-0.059212,0.040822,0.222828,0.078567,0.707107,0,0,0,0,0,0,not_high
1.656922,1.067666,-0.10379,0.416667,-0.159898,0.314978,0.589256,0,0.398328,0.210837,-0.229572,0.330274,-0.166667,0,0,0,-0.56805,0.282843,-0.540729,-0.210358,-0.701214,0.37655,0.122025,0.077247,0.471405,0.707107,0,0,0,0,0,0,not_high
2.219094,0.90309,0.761035,0.930556,0.375885,-0.122011,1.316004,0,-0.049833,0.134356,-0.052542,-0.034922,-0.138889,0,0,0,-0.211896,-0.141421,-0.45754,-0.333278,0.21129,0.29019,-0.233627,0.513989,-0.196419,0,0,0,0,0,0,0,not_high
1.226798,1.226798,0.322867,0,0.394067,-0.497215,0,0,-0.572441,-0.514969,-0.037793,-0.257499,0,0,0,0,0.519806,-0.084853,0.166378,0.108981,0.223917,0.076189,-0.033311,0.181233,0,0,0,0,0,0,0,0,not_high
